"","ERR","UID","TM","REF"
"106","4000000","1377181549463_o9wwhi7916","\N","http%3A%2F%2Fv.ifeng.com%2Fv%2Fmil%2Fxjpscjd%2Findex.shtml%3F_v_www4%2301ca4841-e646-46bd-919e-9401d2072322"
"107","5000000","1377181549463_o9wwhi7916","\N","http%3A%2F%2Fv.ifeng.com%2Fv%2Fmil%2Fxjpscjd%2Findex.shtml%3F_v_www4%2301ca4841-e646-46bd-919e-9401d2072322"
"108","303000","1379921502093_qeuuej4808","\N","http%3A%2F%2Fv.ifeng.com%2Fv%2Fmil%2Fjfjhc%2Findex.shtml%3F_v_rec2%2301550450-6cbe-401e-ae83-1d8f802110fe"
"109","5000005","1379921502093_qeuuej4808","\N","http%3A%2F%2Fv.ifeng.com%2Fv%2Fmil%2Fjfjhc%2Findex.shtml%3F_v_rec2%2301550450-6cbe-401e-ae83-1d8f802110fe"
"110","601000","1379921502093_qeuuej4808","\N","http%3A%2F%2Fv.ifeng.com%2Fv%2Fmil%2Fjfjhc%2Findex.shtml%3F_v_rec2%2301550450-6cbe-401e-ae83-1d8f802110fe"
"111","602000","1379921502093_qeuuej4808","\N","http%3A%2F%2Fv.ifeng.com%2Fv%2Fmil%2Fjfjhc%2Findex.shtml%3F_v_rec2%2301550450-6cbe-401e-ae83-1d8f802110fe"
"112","5000000","1379921502093_qeuuej4808","\N","http%3A%2F%2Fv.ifeng.com%2Fv%2Fmil%2Fjfjhc%2Findex.shtml%3F_v_rec2%2301550450-6cbe-401e-ae83-1d8f802110fe"
"113","303000","1389026791468_p3pjer7931","\N","http%3A%2F%2Fv.ifeng.com%2Fv%2Fnews%2Fmyjtmfs%2Findex.shtml%3F_v_www4%2301378968-1901-417f-88e5-b90ab9213c8b"
"114","302000","1389026791468_p3pjer7931","\N","http%3A%2F%2Fv.ifeng.com%2Fv%2Fnews%2Fmyjtmfs%2Findex.shtml%3F_v_www4%2301378968-1901-417f-88e5-b90ab9213c8b"
"115","404002","1389026791468_p3pjer7931","\N","http%3A%2F%2Fv.ifeng.com%2Fv%2Fnews%2Fmyjtmfs%2Findex.shtml%3F_v_www4%2301378968-1901-417f-88e5-b90ab9213c8b"
"116","404002","1389026791468_p3pjer7931","\N","http%3A%2F%2Fv.ifeng.com%2Fv%2Fnews%2Fmyjtmfs%2Findex.shtml%3F_v_www4%2301378968-1901-417f-88e5-b90ab9213c8b"
"117","100000","1392215907062_ne2bkz1142","\N","http%3A%2F%2Fv.ifeng.com%2Fv%2Fmil%2Fzsjyl%2Findex.shtml%3F_v_www4%2301dba453-f7c8-436d-8626-21dc81aaafb4"
"118","100000","1392215907062_ne2bkz1142","\N","http%3A%2F%2Fv.ifeng.com%2Fv%2Fnews%2Fmyjtmfs%2Findex.shtml%3F_v_www4%2301378968-1901-417f-88e5-b90ab9213c8b"
"119","3000001","1392215907062_ne2bkz1142","\N","http%3A%2F%2Fv.ifeng.com%2Fv%2Fnews%2Fmyjtmfs%2Findex.shtml%3F_v_www4%2301378968-1901-417f-88e5-b90ab9213c8b"
"120","3000001","1392215907062_ne2bkz1142","\N","http%3A%2F%2Fv.ifeng.com%2Fv%2Fmil%2Fzsjyl%2Findex.shtml%3F_v_www4%2301dba453-f7c8-436d-8626-21dc81aaafb4"
"121","303000","1392215907062_ne2bkz1142","\N","http%3A%2F%2Fv.ifeng.com%2Fv%2Fnews%2Fmyjtmfs%2Findex.shtml%3F_v_www4%2301378968-1901-417f-88e5-b90ab9213c8b"
"122","305000","1392215907062_ne2bkz1142","\N","http%3A%2F%2Fv.ifeng.com%2Fv%2Fmil%2Fzsjyl%2Findex.shtml%3F_v_www4%2301dba453-f7c8-436d-8626-21dc81aaafb4"
"123","305000","1392215907062_ne2bkz1142","\N","http%3A%2F%2Fv.ifeng.com%2Fv%2Fnews%2Fmyjtmfs%2Findex.shtml%3F_v_www4%2301378968-1901-417f-88e5-b90ab9213c8b"
"124","304001","1392215907062_ne2bkz1142","\N","http%3A%2F%2Fv.ifeng.com%2Fv%2Fnews%2Fmyjtmfs%2Findex.shtml%3F_v_www4%2301378968-1901-417f-88e5-b90ab9213c8b"
"125","304002","1392215907062_ne2bkz1142","\N","http%3A%2F%2Fv.ifeng.com%2Fv%2Fnews%2Fmyjtmfs%2Findex.shtml%3F_v_www4%2301378968-1901-417f-88e5-b90ab9213c8b"
"126","307000","1392215907062_ne2bkz1142","\N","http%3A%2F%2Fv.ifeng.com%2Fv%2Fmil%2Fzsjyl%2Findex.shtml%3F_v_www4%2301dba453-f7c8-436d-8626-21dc81aaafb4"
"127","307000","1392215907062_ne2bkz1142","\N","http%3A%2F%2Fv.ifeng.com%2Fv%2Fnews%2Fmyjtmfs%2Findex.shtml%3F_v_www4%2301378968-1901-417f-88e5-b90ab9213c8b"
"128","4000004","1392215907062_ne2bkz1142","\N","http%3A%2F%2Fv.ifeng.com%2Fv%2Fnews%2Fmyjtmfs%2Findex.shtml%3F_v_www4%2301378968-1901-417f-88e5-b90ab9213c8b"
"129","4000004","1392215907062_ne2bkz1142","\N","http%3A%2F%2Fv.ifeng.com%2Fv%2Fmil%2Fzsjyl%2Findex.shtml%3F_v_www4%2301dba453-f7c8-436d-8626-21dc81aaafb4"
"130","501000","1392215907062_ne2bkz1142","\N","http%3A%2F%2Fv.ifeng.com%2Fv%2Fnews%2Fmyjtmfs%2Findex.shtml%3F_v_www4%2301378968-1901-417f-88e5-b90ab9213c8b"
"131","1091250","1392215907062_ne2bkz1142","\N","http%3A%2F%2Fv.ifeng.com%2Fv%2Fmil%2Fzsjyl%2Findex.shtml%3F_v_www4%2301dba453-f7c8-436d-8626-21dc81aaafb4"
